CID	Activity	MolecularWeight	HeavyAtomCount	RotatableBondCount	Complexity	XLogP	TPSA	HBondDonorCount	HBondAcceptorCount
70689009	Active	696.200000	37	9	707.0	8.3	49.8	1	6
70689010	Active	631.300000	37	9	703.0	8.0	49.8	1	6
70689011	Active	677.300000	40	11	769.0	7.6	68.2	1	8
70689757	Active	605.800000	44	5	1140.0	6.7	114.0	2	6
70689778	Active	611.800000	44	5	1140.0	6.7	114.0	2	6
70689802	Active	619.800000	43	5	1130.0	5.5	151.0	2	8
70689803	Active	626.800000	45	5	1200.0	6.0	119.0	2	7
70689821	Active	623.800000	45	5	1180.0	6.8	114.0	2	7
70689840	Active	512.700000	35	4	944.0	4.000	154.0	2	8
70689841	Active	469.600000	33	4	859.0	3.600	113.0	2	6
70691113	Active	423.500000	32	9	539.0	6.0	49.8	1	4
70691114	Active	617.300000	36	9	668.0	7.6	49.8	1	6
70691115	Active	686.200000	38	9	744.0	8.9	49.8	1	6
70691918	Active	606.800000	44	5	1150.0	5.7	126.0	2	7
70691919	Active	590.700000	44	5	1140.0	5.1	110.0	2	7
70691920	Active	595.900000	41	5	1070.0	6.3	142.0	2	7
70691940	Active	612.800000	43	5	1140.0	6.1	155.0	2	8
70691941	Active	610.700000	45	5	1200.0	5.5	102.0	2	7
70691942	Active	622.800000	45	5	1180.0	7.4	101.0	2	6
70691967	Active	624.800000	45	5	1180.0	5.8	126.0	2	8
70691968	Active	623.800000	45	5	1180.0	6.7	114.0	2	7
70691995	Active	495.600000	35	4	938.0	4.100	126.0	2	7
70691996	Active	523.500000	34	4	894.0	5.200	99.9	2	5
70693235	Active	599.300000	35	9	644.0	7.5	49.8	1	5
70693236	Active	600.600000	42	12	953.0	5.8	114.0	2	11
70693237	Active	647.300000	38	10	721.0	7.6	59.0	1	7
70693238	Active	685.300000	40	9	793.0	8.5	49.8	1	9
70693239	Active	753.300000	44	9	913.0	9.4	49.8	1	12
70693965	Active	608.800000	44	5	1160.0	5.9	119.0	2	6
70693966	Active	596.700000	43	5	1130.0	5.5	140.0	2	8
70693992	Active	606.700000	45	5	1170.0	6.9	84.6	2	6
70694011	Active	608.700000	45	5	1180.0	5.2	110.0	2	8
70695317	Active	775.100000	38	9	740.0	9.0	49.8	1	6
70696092	Active	612.800000	44	5	1150.0	5.7	126.0	2	7
70696161	Active	522.700000	37	4	1020.0	4.2	118.0	2	6
70696162	Active	496.600000	35	4	943.0	3.400	139.0	2	8
70697331	Active	581.300000	34	9	603.0	7.4	49.8	1	4
70697332	Active	653.300000	38	9	740.0	7.8	49.8	1	8
71452686	Active	311.300000	22	1	488.0	4.0	38.3	1	6
71461616	Active	325.320000	23	2	503.0	4.4	38.3	1	6
71508688	Active	1154.500000	81	12	2300.0	6.800	247.0	7	19
71508715	Active	1186.900000	82	12	2360.0	4.3	267.0	8	19
71508790	Active	994.300000	70	9	1960.0	3.5	239.0	8	16
71508832	Active	1012.300000	71	9	2020.0	3.4	239.0	8	17
71508833	Active	1028.700000	71	9	2020.0	3.7	239.0	8	16
71519686	Active	497.400000	36	5	828.0	5.7	75.3	1	8
71549558	Active	463.900000	33	5	742.0	5.4	75.3	1	5
71549829	Active	514.500000	38	6	858.0	4.5	87.8	1	7
71550242	Active	506.500000	38	6	860.0	5.3	88.2	1	6
71550244	Active	495.500000	37	6	848.0	4.7	104.0	2	6
71712294	Active	464.500000	34	5	750.0	4.2	116.0	2	7
72163479	Active	353.300000	26	2	636.0	2.7	64.6	1	5
72163480	Active	339.300000	25	2	596.0	2.5	64.6	1	5
72163621	Active	353.300000	26	3	611.0	3.0	64.6	1	5
72163622	Active	352.400000	26	2	627.0	2.1	58.6	1	4
72163623	Active	366.400000	27	3	641.0	2.5	58.6	1	4
72163624	Active	378.400000	28	3	696.0	2.6	58.6	1	4
72163626	Active	338.300000	25	2	598.0	1.9	67.4	2	4
72163627	Active	352.400000	26	2	627.0	2.3	67.4	2	4
72163754	Active	356.300000	26	2	630.0	2.0	67.4	2	5
72163755	Active	372.800000	26	2	632.0	2.5	67.4	2	4
72188914	Active	471.600000	34	6	697.0	5.6	101.0	1	6
72188915	Active	471.600000	34	6	697.0	5.6	101.0	1	6
72188916	Active	470.600000	34	6	694.0	6.1	88.0	1	5
72189208	Active	470.600000	34	6	694.0	6.1	88.0	1	5
72192289	Active	377.500000	27	5	525.0	3.8	112.0	2	5
72192290	Active	454.500000	33	6	671.0	4.4	114.0	1	6
72544603	Active	377.400000	26	5	563.0	3.1	72.4	1	6
72724690	Active	375.500000	26	6	532.0	5.3	74.8	2	4
72725497	Active	375.500000	26	6	532.0	5.3	74.8	2	4
72725550	Active	375.500000	26	6	520.0	5.3	74.8	2	4
72725551	Active	397.500000	28	6	590.0	5.8	74.8	2	4
72736045	Active	457.500000	33	6	657.0	5.2	101.0	1	6
73346216	Active	478.500000	34	8	664.0	6.7	59.0	2	6
73346225	Active	454.500000	34	6	687.0	5.5	77.6	1	5
73349253	Active	505.500000	35	8	777.0	6.1	72.4	1	8
73350834	Active	469.500000	34	7	661.0	6.2	46.9	1	6
73350835	Active	452.600000	33	8	639.0	6.6	59.0	2	3
73352322	Active	437.500000	31	7	671.0	4.9	72.4	1	5
73353799	Active	434.600000	31	8	637.0	3.3	116.0	2	6
73355320	Active	451.600000	32	8	686.0	5.3	72.4	1	5
73356866	Active	463.500000	33	8	646.0	6.8	46.9	1	6
76073580	Active	510.500000	37	4	819.0	5.1	74.8	2	6
76314656	Active	480.500000	34	6	690.0	4.8	74.3	2	9
76314657	Active	441.500000	30	6	710.0	3.5	104.0	2	8
76314998	Active	992.300000	71	21	1810.0	9.6	183.0	5	11
76317198	Active	398.300000	25	5	557.0	4.5	96.4	3	4
76318225	Active	471.500000	34	6	683.0	6.3	61.8	2	7
76318649	Active	992.300000	71	21	1820.0	9.6	183.0	5	11
76321918	Active	377.400000	27	5	513.0	4.6	61.8	2	6
76329113	Active	441.500000	30	6	710.0	3.5	104.0	2	8
76329114	Active	395.400000	28	5	544.0	4.3	61.8	2	7
76329495	Active	1014.300000	72	20	1880.0	9.5	183.0	5	13
76332766	Active	472.500000	34	6	692.0	5.3	74.7	2	8
76332767	Active	528.600000	36	6	870.0	4.3	108.0	2	10
76336757	Active	978.300000	70	20	1790.0	9.3	183.0	5	11
86280440	Active	509.600000	36	9	800.0	5.2	82.8	2	6
86287635	Active	442.500000	32	5	705.0	2.9	56.3	2	6
87591264	Active	316.400000	23	2	476.0	3.6	60.7	3	3
89574668	Active	537.600000	39	6	849.0	6.6	75.1	2	7
89574672	Active	510.500000	37	4	819.0	4.8	82.4	3	7
90165578	Active	476.600000	35	5	744.0	5.8	62.2	2	5
90165622	Active	494.500000	36	4	785.0	6.1	62.2	2	6
90654508	Active	382.500000	28	6	531.0	5.9	48.9	2	3
90656551	Active	383.500000	27	6	565.0	4.4	79.5	2	5
90656552	Active	383.500000	27	6	565.0	4.3	79.5	2	5
90656556	Active	428.500000	30	7	664.0	3.4	94.5	1	6
90656557	Active	361.500000	25	6	494.0	4.8	63.8	1	4
90662883	Active	610.600000	44	5	1410.0	3.700	144.0	2	11
102313488	Active	321.400000	24	4	548.0	3.2	58.3	0	4
117917065	Active	517.500000	38	4	885.0	3.3	97.8	1	7
117917077	Active	475.500000	35	4	810.0	3.7	88.6	1	6
117917098	Active	500.500000	37	4	852.0	3.2	124.0	2	6
118707969	Active	501.500000	37	4	867.0	4.2	88.6	1	6
118707970	Active	545.600000	40	5	930.0	4.4	97.8	1	7
118707971	Active	543.600000	40	5	959.0	3.8	97.8	1	7
118707972	Active	557.600000	41	5	974.0	4.3	97.8	1	7
118707973	Active	546.600000	40	4	933.0	3.3	101.0	1	7
118707974	Active	532.600000	39	4	904.0	3.7	110.0	2	7
118707975	Active	546.600000	40	5	920.0	4.1	110.0	2	7
118707976	Active	572.600000	42	5	993.0	4.6	110.0	2	7
118707978	Active	518.500000	38	4	889.0	3.3	124.0	2	7
118707979	Active	559.600000	40	5	915.0	3.9	135.0	1	9
118707980	Active	502.500000	37	4	870.0	4.2	115.0	2	6
118707981	Active	484.500000	36	4	833.0	4.1	115.0	2	5
118707982	Active	520.500000	38	4	911.0	4.2	115.0	2	7
118707983	Active	503.500000	37	4	881.0	3.4	128.0	2	7
118707984	Active	519.500000	38	4	899.0	2.6	137.0	2	8
118707985	Active	464.500000	34	4	778.0	2.9	127.0	3	7
118723171	Active	437.400000	31	6	659.0	4.5	92.0	3	7
118723172	Active	463.500000	33	6	659.0	4.5	81.6	3	8
118723173	Active	526.600000	36	7	862.0	3.4	130.0	3	10
118723174	Active	490.500000	35	7	746.0	3.7	105.0	3	8
118723175	Active	525.600000	36	7	860.0	4.1	104.0	2	9
118735262	Active	302.400000	22	2	450.0	3.4	60.7	3	3
118735264	Active	470.600000	35	5	799.0	4.9	83.8	2	5
122178361	Active	510.500000	38	6	879.0	5.3	101.0	1	7
122179356	Active	298.400000	22	1	460.0	3.8	55.1	1	4
122179357	Active	332.800000	23	1	493.0	4.4	55.1	1	4
122179359	Active	352.500000	26	1	573.0	5.2	55.1	1	4
122179360	Active	337.500000	25	1	557.0	4.1	46.9	1	3
122186741	Active	523.700000	37	9	838.0	5.7	82.8	2	6
122186742	Active	466.600000	33	7	736.0	5.8	79.6	2	5
122186744	Active	366.400000	25	4	571.0	3.2	79.6	2	6
122186745	Active	350.800000	23	4	510.0	3.2	79.6	2	4
122186747	Active	320.800000	21	3	465.0	3.3	70.3	2	3
122186748	Active	316.400000	22	4	476.0	2.6	79.6	2	4
127029884	Active	470.500000	32	2	832.0	4.2	108.0	1	7
134133225	Active	495.600000	35	9	799.0	4.9	90.8	1	7
134137487	Active	503.000000	33	8	634.0	6.1	79.7	2	9
134146077	Active	471.500000	35	7	703.0	5.2	95.1	1	7
134149846	Active	430.500000	32	7	639.0	4.0	69.0	1	5
135459005	Inactive	385.200000	24	3	473.0	4.6	81.9	3	4
135513268	Inactive	320.310000	21	2	454.0	3.7	66.8	1	7
135571931	Inactive	390.400000	29	5	586.0	4.4	93.3	2	6
136000568	Active	399.400000	29	3	631.0	4.7	69.6	3	6
136000655	Active	355.400000	26	2	555.0	4.5	49.4	2	5
136000656	Active	427.500000	31	4	686.0	4.8	69.6	3	6
136059148	Active	411.500000	30	3	661.0	5.9	49.4	2	5
136059149	Active	431.900000	30	3	667.0	6.2	49.4	2	5
136059150	Active	385.400000	28	2	617.0	4.4	69.6	3	6
136088946	Active	397.500000	29	3	625.0	5.7	49.4	2	5
136088947	Active	405.800000	28	2	622.0	4.6	69.6	3	6
136088948	Active	397.500000	29	3	632.0	5.5	49.4	2	5
136088949	Active	455.500000	33	5	774.0	5.4	75.7	2	7
136088950	Active	445.500000	33	4	710.0	6.4	49.4	2	5
136088951	Active	431.500000	32	3	695.0	6.5	49.4	2	5
136088952	Active	369.400000	27	3	570.0	4.9	49.4	2	5
136254190	Active	640.800000	46	5	1320.0	5.4	142.0	3	8
